mpan,record_id,notification_creation_date,fault_description,msn
1012470234300,1012470234300 - E13Z059930,12/07/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode GPRS using Telephone 07714566109 and SMS 447714531276. Last Stored Data 03/07/2024. SSIL NHH Contact: Matthew Taylor,E13Z059930
1012470496043,1012470496043 - E14Z019342,25/10/2023,COMMS FAULT - Unable to connect to meter and collect data. Number not in service Current Comms Mode is Outbound using Telephone 07730159866. Last Stored Data: 01-APR-70. CLI-KAM-TIN 01293 776747 ext 309,E14Z019342
1012470733177,1012470733177 - E13Z051043,12/03/2024,COMMS FAULT: GSM Comms goes to a recorded message. Current Comms Mode is Outbound using Telephone 07841732223. Last Stored Data: 01-APR-70. SSIL NHH Contact: Matthew Taylor,E13Z051043
1012470757327,1012470757327 - E13Z045142,15/11/2023,COMMS FAULT: Failed to collect data from meter Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.24:13033. Last Stored Data 27/08/2023. SSIL NHH Contact: Ben Brant,E13Z045142
1012470760542,1012470760542 - E13Z051038,24/10/2023,COMMS FAULT: GSM Comms goes to recorded message. Current Comms Mode is Outbound using Telephone 07841732230. Last Stored Data 01/10/2023. SSIL NHH Contact: Keiley Davis,E13Z051038
1012471857412,1012471857412 - E14Z013168,12/03/2024,COMMS FAULT: GSM Comms goes to a recorded message. Current Comms Mode is Outbound using Telephone 07841715487. Last Stored Data: 01-APR-70. SSIL NHH Contact: Matthew Taylor,E14Z013168
1012471859020,1012471859020 - E13Z056683,03/10/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode GPRS using Telephone 07740600149 and SMS 447793419867. Last stored data 05/10/2023. SSIL NHH Contact: Samuel Dickinson,E13Z056683
1012472300850,1012472300850 - E14Z022900,24/10/2023,COMMS FAULT: GSM Comms is out of service. Current Comms Mode is Outbound using Telephone 07730163403. Last Stored Data 01/10/2023. SSIL NHH Contact: Keiley Davis,E14Z022900
1012472303610,1012472303610 - E14Z013172,24/10/2023,COMMS FAULT: GSM Comms is out of service. Current Comms Mode is Outbound using Telephone 07730160192. Last Stored Data 01/10/2023. SSIL NHH Contact: Keiley Davis,E14Z013172
1012472309366,1012472309366 - E14Z013173,12/03/2024,COMMS FAULT: GSM Comms goes to a recorded message. Current Comms Mode is Outbound using Telephone 07841715494. Last Stored Data: 01-APR-70. SSIL NHH Contact: Matthew Taylor,E14Z013173
1012472954516,1012472954516 - E12Z042961,01/06/2023,COMMS FAULT - Unable to connect to meter and collect data. Please inv and arrange MEX if required Current Comms Mode is Outbound using Telephone 07803639820. Last Stored Data: 01-APR-70. KNAYEE 01293 776747 ext 389,E12Z042961
1012473615077,1012473615077 - E14Z007205,25/10/2023,COMMS FAULT - Comms does not respond. Please investigate Current Comms Mode is Outbound using Telephone 07841712130. Last Stored Data: 01-APR-70. CLI-KAM-TIN 01293 776747 ext 309,E14Z007205
1012473617144,1012473617144 - E14Z016030,25/10/2023,COMMS FAULT - Number not in service Please investigate. Current Comms Mode is Outbound using Telephone 07730164944. Last Stored Data: 01-APR-70. CLI-KAM-TIN 01293 776747 ext 309,E14Z016030
1012473619675,1012473619675 - E14Z007206,25/10/2023,COMMS FAULT: Comms number does not respond Current Comms Mode is Outbound using Telephone 07841712132. Last Stored Data 26/05/2023. SSIL NHH Contact: Cecilia Li Kam Tin,E14Z007206
1012473621976,1012473621976 - E14Z007207,25/10/2023,COMMS FAULT - Comms does not respond. Please investigate Current Comms Mode is Outbound using Telephone 07841715293. Last Stored Data: 01-APR-70. CLI-KAM-TIN 01293 776747 ext 309,E14Z007207
1012473883716,1012473883716 - EML2303523,26/09/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Comms Mode TCP/IP using IP address / Socket Port 192.168.8.21:20031. Last stored data 29/01/2024. SSIL NHH Contact: Samuel Dickinson",EML2303523
1012474050232,1012474050232 - E14Z016027,25/10/2023,COMMS FAULT: GSM Comms is out of service. Current Comms Mode is Outbound using Telephone 07730164986. Last Stored Data 15/05/2023. SSIL NHH Contact: Cecilia Li Kam Tin,E14Z016027
1012474086577,1012474086577 - E14Z013174,25/10/2023,COMMS FAULT: GSM Comms is out of service. Current Comms Mode is Outbound using Telephone 07841715492. Last Stored Data 15/05/2023. SSIL NHH Contact: Cecilia Li Kam Tin,E14Z013174
1012474404890,1012474404890 - E14Z007327,21/03/2024,COMMS FAULT: GSM Comms goes to recorded message. Current Comms Mode is Outbound using Telephone 07730235374. Last Stored Data 05/10/2023. SSIL NHH Contact: Nathan Chan,E14Z007327
1012474408342,1012474408342 - E14Z008826,25/10/2023,COMMS FAULT - Number not in service. please investigate Current Comms Mode is Outbound using Telephone 07710931277. Last Stored Data: 01-APR-70. CLI-KAM-TIN 01293 776747 ext 309,E14Z008826
1012474451817,1012474451817 - E14Z008827,25/10/2023,COMMS FAULT - Number not in service. please investigate Current Comms Mode is Outbound using Telephone 07710931270. Last Stored Data: 01-APR-70. CLI-KAM-TIN 01293 776747 ext 309,E14Z008827
1012475283490,1012475283490 - E14Z007212,24/10/2023,COMMS FAULT: GSM Comms drops connection. Current Comms Mode is Outbound using Telephone 07841715296. Last Stored Data 01/10/2023. SSIL NHH Contact: Keiley Davis,E14Z007212
1012475297299,1012475297299 - E14Z022225,12/03/2024,COMMS FAULT: GSM Comms goes to a recorded message. Current Comms Mode is Outbound using Telephone 07730159160. Last Stored Data: 01-APR-70. SSIL NHH Contact: Matthew Taylor,E14Z022225
1012475343528,1012475343528 - E14Z008829,25/10/2023,COMMS FAULT - Number not recognised. Please investigate. Current Comms Mode is Outbound using Telephone 07712368112. Last Stored Data: 01-APR-70. CLI-KAM-TIN 01293 776747 ext 309,E14Z008829
1012475346510,1012475346510 - E14Z016031,25/10/2023,COMMS FAULT - Number not in service. please investigate Current Comms Mode is Outbound using Telephone 07730164949. Last Stored Data: 01-APR-70. CLI-KAM-TIN 01293 776747 ext 309,E14Z016031
1012475721185,1012475721185 - E14Z016026,24/10/2023,COMMS FAULT: GSM Comms is out of service. Current Comms Mode is Outbound using Telephone 07730164987. Last Stored Data 01/10/2023. SSIL NHH Contact: Keiley Davis,E14Z016026
1012475729690,1012475729690 - EML2304853,05/04/2024,COMMS FAULT: reraise d1. Unable to connect to meter and collect data. Please investigate. Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.21:34829. Last Stored Data: 01-APR-70. CLI-KAM-TIN 01293 776747 ext 309,EML2304853
1012475732220,1012475732220 - E14Z007318,09/04/2024,COMMS FAULT: GSM Comms drops connection. Current Comms Mode is Outbound using Telephone 07730235359. Last Stored Data 04/04/2024. SSIL NHH Contact: Samuel Dickinson,E14Z007318
1012475740504,1012475740504 - E13Z055588,12/03/2024,COMMS FAULT: GSM Comms goes to a recorded message. Current Comms Mode is Outbound using Telephone 07803691246. Last Stored Data: 01-APR-70. SSIL NHH Contact: Matthew Taylor,E13Z055588
1012475761898,1012475761898 - E14Z016017,12/03/2024,COMMS FAULT: GSM Comms goes to a recorded message. Current Comms Mode is Outbound using Telephone 07730186662. Last Stored Data: 01-APR-70. SSIL NHH Contact: Matthew Taylor,E14Z016017
1012475782596,1012475782596 - E13Z058601,25/10/2023,COMMS FAULT - Number not in service. please investigate Current Comms Mode is Outbound using Telephone 07730352167. Last Stored Data: 01-APR-70. CLI-KAM-TIN 01293 776747 ext 309,E13Z058601
1012475786270,1012475786270 - E14Z000063,25/10/2023,COMMS FAULT - Number not in service. Please investigate. Current Comms Mode is Outbound using Telephone 07730157983. Last Stored Data: 01-APR-70. CLI-KAM-TIN 01293 776747 ext 309,E14Z000063
1012475788570,1012475788570 - E14Z000064,24/10/2023,COMMS FAULT: GSM Comms is out of service. Current Comms Mode is Outbound using Telephone 07730157971. Last Stored Data 01/10/2023. SSIL NHH Contact: Keiley Davis,E14Z000064
1012475798230,1012475798230 - E13Z055585,25/10/2023,COMMS FAULT - Unable to connect to meter and collect data. Number not in service Current Comms Mode is Outbound using Telephone 07714537014. Last Stored Data: 01-APR-70. CLI-KAM-TIN 01293 776747 ext 309,E13Z055585
1012475938535,1012475938535 - E14Z000057,05/04/2024,COMMS FAULT: reraise d1. Failed to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07730171521. Last Stored Data: 01-APR-70. CLI-KAM-TIN 01293 776747 ext 309,E14Z000057
1012475940144,1012475940144 - E14Z000069,25/10/2023,COMMS FAULT - Number not in service. please investigate Current Comms Mode is Outbound using Telephone 07730171286. Last Stored Data: 01-APR-70. CLI-KAM-TIN 01293 776747 ext 309,E14Z000069
1012476099300,1012476099300 - E13Z040593,25/10/2023,COMMS FAULT: GSM Comms goes to recorded message. Current Comms Mode is Outbound using Telephone 07841755027. Last Stored Data 11/05/2023. SSIL NHH Contact: Matthew Taylor,E13Z040593
1012476228107,1012476228107 - E19ML11028,10/04/2024,"MTD FAULT: Invalid comms, please provide correct comms number Current Comms Mode is Outbound using Telephone . Last Stored Data: 01-APR-70. JCASEBOW 01293 776747 ext 363",E19ML11028
1012476350697,1012476350697 - E13Z054003,14/06/2024,COMMS FAULT: reraise D1. Unable to connect to meter and collect data. Please investigate. Current Comms Mode is GPRS using Telephone 07714576730 and SMS 447714544265. Last Stored Data: 14-JUN-24. SSIL NHH Contact: Cecilia Li Kam Tin,E13Z054003
1012476634286,1012476634286 - E14Z000051,25/10/2023,COMMS FAULT - Unable to connect to meter and collect data. Number not in service Current Comms Mode is Outbound using Telephone 07730171292. Last Stored Data: 01-APR-70. CLI-KAM-TIN 01293 776747 ext 309,E14Z000051
1012476660737,1012476660737 - E13Z040520,25/10/2023,COMMS FAULT: GSM Comms drops connection. Current Comms Mode is Outbound using Telephone 07730228491. Last Stored Data 12/05/2023. SSIL NHH Contact: Matthew Taylor,E13Z040520
1012476865204,1012476865204 - E14Z022868,25/10/2023,COMMS FAULT - Number not in service. Please investigate. Current Comms Mode is Outbound using Telephone 07730163483. Last Stored Data: 01-APR-70. CLI-KAM-TIN 01293 776747 ext 309,E14Z022868
1012476991247,1012476991247 - E14Z027787,05/04/2024,COMMS FAULT: reraise d1. Failed to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07710927590. Last Stored Data: 01-APR-70. CLI-KAM-TIN 01293 776747 ext 309,E14Z027787
1012477276218,1012477276218 - E19BG06251,17/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is GPRS using Telephone 07452567944 and SMS 44792444300944. Last Stored Data: 11-JUN-24. SSIL NHH Contact: Ivan Topic,E19BG06251
1012477290700,1012477290700 - E13Z051381,29/02/2024,COMMS FAULT: GSM Comms drops connection. Current Comms Mode is Outbound using Telephone 07730249879. Last Stored Data 30/09/2023. SSIL NHH Contact: Nicole Barnes,E13Z051381
1012477398342,1012477398342 - E13Z050463,12/03/2024,COMMS FAULT: GSM Comms goes to a recorded message. Current Comms Mode is Outbound using Telephone 07740601537. Last Stored Data: 14-JUN-23. SSIL NHH Contact: Matthew Taylor,E13Z050463
1012477401794,1012477401794 - E14Z007214,12/03/2024,COMMS FAULT: GSM Comms goes to a recorded message. Current Comms Mode is Outbound using Telephone 07841715299. Last Stored Data: 01-APR-70. SSIL NHH Contact: Matthew Taylor,E14Z007214
1012477411686,1012477411686 - 209165309,16/09/2024,"MTD FAULT: Re raise Incorrect identifiers, registers appear transposed. Comms Mode Outbound using Telephone 07729062941. Last stored data 10/04/2024. SSIL NHH Contact: Nathan Chan",209165309
1012477630185,1012477630185 - E12Z087806,25/10/2023,COMMS FAULT - Number not in service. Please investigate. Current Comms Mode is Outbound using Telephone 07416785511. Last Stored Data: 01-APR-70. CLI-KAM-TIN 01293 776747 ext 309,E12Z087806
1012477720341,1012477720341 - E14Z007209,25/10/2023,COMMS FAULT: GSM Comms goes to silence when called Current Comms Mode is Outbound using Telephone 07841715294. Last Stored Data 11/05/2023. SSIL NHH Contact: Matthew Taylor,E14Z007209
1012478491308,1012478491308 - E14Z009094,25/10/2023,COMMS FAULT - Number not in service. Please investigate. Current Comms Mode is Outbound using Telephone 07730174579. Last Stored Data: 01-APR-70. CLI-KAM-TIN 01293 776747 ext 309,E14Z009094
1012478550878,1012478550878 - E13Z039362,25/10/2023,COMMS FAULT: comms number does not respond Current Comms Mode is Outbound using Telephone 07841709125. Last Stored Data 22/05/2023. SSIL NHH Contact: Cecilia Li Kam Tin,E13Z039362
1012478552485,1012478552485 - E13Z039367,25/10/2023,COMMS FAULT - Comms number does not respsond. Please investigate. Current Comms Mode is Outbound using Telephone 07841709132. Last Stored Data: 01-APR-70. CLI-KAM-TIN 01293 776747 ext 309,E13Z039367
1012478565590,1012478565590 - E13Z039343,25/10/2023,COMMS FAULT - Comms number does not respsond. Please investigate. Current Comms Mode is Outbound using Telephone 07841709922. Last Stored Data: 01-APR-70. CLI-KAM-TIN 01293 776747 ext 309,E13Z039343
1012478599864,1012478599864 - EML2305398,26/09/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Comms Mode TCP/IP using IP address / Socket Port 192.168.8.21:35374. Last stored data 21/05/2024. SSIL NHH Contact: Samuel Dickinson",EML2305398
1012478600321,1012478600321 - E14Z000942,25/10/2023,COMMS FAULT - Number not in service. Please investigate. Current Comms Mode is Outbound using Telephone 07730176716. Last Stored Data: 01-APR-70. CLI-KAM-TIN 01293 776747 ext 309,E14Z000942
1012478605844,1012478605844 - E13Z050681,28/02/2024,COMMS FAULT: Failed to collect data from meter Current Comms Mode is Outbound using Telephone 07841753958. Last Stored Data 01/10/2023. SSIL NHH Contact: Keiley Davis,E13Z050681
1012478888978,1012478888978 - EML2305023,24/09/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Comms Mode TCP/IP using IP address / Socket Port 192.168.8.21:34999. Last stored data 16/04/2024. SSIL NHH Contact: Jane Lewis",EML2305023
1012478908756,1012478908756 - EML2305666,11/10/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Comms Mode TCP/IP using IP address / Socket Port 192.168.8.21:35642. Last stored data 16/04/2024. SSIL NHH Contact: Jane Lewis",EML2305666
1012479063779,1012479063779 - E13Z039364,12/03/2024,COMMS FAULT: GSM Comms goes to a recorded message. Current Comms Mode is Outbound using Telephone 07841709131. Last Stored Data: 01-APR-70. SSIL NHH Contact: Matthew Taylor,E13Z039364
1012479068838,1012479068838 - EML2303312,25/09/2024,"COMMS FAULT - Failed to collect data from meter, please raise with ASL if required Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.21:19820. Last Stored Data: 24-SEP-24. SSIL NHH Contact: Matthew Taylor",EML2303312
1012479070907,1012479070907 - E13Z037948,24/10/2023,COMMS FAULT: GSM Comms drops connection. Current Comms Mode is Outbound using Telephone 07841717742. Last Stored Data 01/10/2020. SSIL NHH Contact: Keiley Davis,E13Z037948
1012479072978,1012479072978 - EML2303279,13/04/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.21:19787. Last Stored Data 09/04/2024. SSIL NHH Contact: Ben Brant",EML2303279
1012479075046,1012479075046 - E13Z039365,08/03/2024,COMMS FAULT: Failed to collect data from meter Current Comms Mode is Outbound using Telephone 07841709134. Last Stored Data 04/03/2024. SSIL NHH Contact: Ben Brant,E13Z039365
1012479143583,1012479143583 - E12Z011279,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07803641727. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,E12Z011279
1012479422341,1012479422341 - E13Z050676,12/02/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.24:12706. Last Stored Data 08/02/2024. SSIL NHH Contact: Matthew Taylor",E13Z050676
